Date,Biden,Warren,Sanders,Harris,Buttigieg,Biden_CABLETV,Warren_CABLETV,Sanders_CABLETV,Harris_CABLETV,Buttigieg_CABLETV,Biden_Google,Warren_Google,Sanders_Google,Harris_Google,Buttigieg_Google,Biden_MA7,Warren_MA7,Sanders_MA7,Harris_MA7,Buttigieg_MA7,Biden_CABLETV_MA7,Warren_CABLETV_MA7,Sanders_CABLETV_MA7,Harris_CABLETV_MA7,Buttigieg_CABLETV_MA7,Biden_Google_MA7,Warren_Google_MA7,Sanders_Google_MA7,Harris_Google_MA7,Buttigieg_Google_MA7
4-Jan-19,27,4,16,3,0,0.5324,1.5587,0.5785,0.2444,0,2,8,3,1,0,27,4,16,3,0,0.5324,1.5587,0.5785,0.2444,0,2,8,3,1,0
5-Jan-19,27,4,16,3,0,0.3626,3.1498,1.007,0.168,0,2,8,3,1,0,27,4,16,3,0,0.4475,2.35425,0.79275,0.2062,0,2,8,3,1,0
6-Jan-19,27,4,16,3,0,0.2648,3.9025,0.8414,0.2089,0,2,8,2,1,0,27,4,16,3,0,0.3866,2.870333333,0.808966667,0.2071,0,2,8,2.666666667,1,0
7-Jan-19,27,4,16,3,0,2.4141,3.3003,1.1137,0.0519,0,5,5,2,1,0,27,4,16,3,0,0.893475,2.977825,0.88515,0.1683,0,2.75,7.25,2.5,1,0
8-Jan-19,27,4,16,3,0,1.2332,2.3237,0.4344,0.8105,0,3,4,2,8,0,27,4,16,3,0,0.96142,2.847,0.795,0.29674,0,2.8,6.6,2.4,2.4,0
9-Jan-19,27,4,16,3,0,0.22,0.4292,0.3645,0.1532,0,2,2,3,5,0,27,4,16,3,0,0.83785,2.444033333,0.72325,0.272816667,0,2.666666667,5.833333333,2.5,2.833333333,0
10-Jan-19,27,4,16,3,0,0.1818,0.3667,0.1854,0.4152,0,1,2,2,4,0,27,4,16,3,0,0.744128571,2.147271429,0.646414286,0.293157143,0,2.428571429,5.285714286,2.428571429,3,0
11-Jan-19,32,9,15,6,0,0.1422,0.4606,0.3718,0.4987,0,2,2,2,12,0,27.71428571,4.714285714,15.85714286,3.428571429,0,0.688385714,1.9904,0.616885714,0.329485714,0,2.428571429,4.428571429,2.285714286,4.571428571,0
12-Jan-19,32,9,15,6,0,0.4509,0.6324,0.216,0.2523,0,2,3,2,8,0,28.42857143,5.428571429,15.71428571,3.857142857,0,0.701,1.630771429,0.503885714,0.341528571,0,2.428571429,3.714285714,2.142857143,5.571428571,0
13-Jan-19,32,9,15,6,0,0.7287,0.6788,0.5576,0.2582,0,3,2,2,5,0,29.14285714,6.142857143,15.57142857,4.285714286,0,0.767271429,1.170242857,0.463342857,0.348571429,0,2.571428571,2.857142857,2.142857143,6.142857143,0
14-Jan-19,32,9,15,6,0,1.0997,1.1826,0.2765,0.1177,0,2,5,2,3,0,29.85714286,6.857142857,15.42857143,4.714285714,0,0.5795,0.867714286,0.343742857,0.357971429,0,2.142857143,2.857142857,2.142857143,6.428571429,0
15-Jan-19,23.5,4.5,17,5.5,0,0.148,0.073,0.3517,0.454,0,1,2,2,4,0,29.35714286,6.928571429,15.57142857,5.071428571,0,0.424471429,0.546185714,0.331928571,0.307042857,0,1.857142857,2.571428571,2.142857143,5.857142857,0
16-Jan-19,23.5,4.5,17,5.5,0,0.2938,0.5761,0.3425,0.4715,0,1,2,2,4,0,28.85714286,7,15.71428571,5.428571429,0,0.435014286,0.567171429,0.328785714,0.352514286,0,1.714285714,2.571428571,2,5.714285714,0
17-Jan-19,23.5,4.5,17,5.5,0,0.1354,0.222,0.1099,0.0678,0,1,1,2,2,0,28.35714286,7.071428571,15.85714286,5.785714286,0,0.428385714,0.5465,0.318,0.302885714,0,1.714285714,2.428571429,2,5.428571429,0
18-Jan-19,26,6,16,9,0,0.2673,0.1152,0.1264,0.1407,0,2,1,2,2,0,27.5,6.642857143,16,6.214285714,0,0.446257143,0.497157143,0.282942857,0.251742857,0,1.714285714,2.285714286,2,4,0
19-Jan-19,26,6,16,9,0,0.1003,0.0333,0.0976,0.0808,0,2,2,2,2,0,26.64285714,6.214285714,16.14285714,6.642857143,0,0.396171429,0.411571429,0.266028571,0.227242857,0,1.714285714,2.142857143,2,3.142857143,0
20-Jan-19,35.5,4.5,10.5,6,0,0.1338,0.1889,0.0266,0.3503,0,1,4,1,2,0,27.14285714,5.571428571,15.5,6.642857143,0,0.311185714,0.341585714,0.190171429,0.2404,0,1.428571429,2.428571429,1.857142857,2.714285714,0
21-Jan-19,35.5,4.5,10.5,6,0,1.2932,1.1459,1.5775,3.8448,0,3,4,2,74,0,27.64285714,4.928571429,14.85714286,6.642857143,0,0.338828571,0.336342857,0.376028571,0.772842857,0,1.571428571,2.285714286,1.857142857,12.85714286,0
22-Jan-19,35.5,4.5,10.5,6,0,1.0155,0.423,0.8762,2.5053,0,3,3,3,49,0,29.35714286,4.928571429,13.92857143,6.714285714,0,0.462757143,0.386342857,0.450957143,1.065885714,0,1.857142857,2.428571429,2,19.28571429,0
23-Jan-19,35.5,4.5,10.5,6,0,0.2809,0.5238,0.3527,0.7779,0.3837,2,2,2,19,4,31.07142857,4.928571429,13,6.785714286,0,0.460914286,0.378871429,0.452414286,1.109657143,0.054814286,2,2.428571429,2,21.42857143,0.571428571
24-Jan-19,35.5,4.5,10.5,6,0,0.8656,0.606,0.3147,1.2271,0.1095,3,2,2,19,3,32.78571429,4.928571429,12.07142857,6.857142857,0,0.565228571,0.433728571,0.481671429,1.275271429,0.070457143,2.285714286,2.571428571,2,23.85714286,1
25-Jan-19,31,7,15.5,10.5,0,0.1859,0.8068,0.2656,0.29,0,2,3,2,11,1,33.5,5.071428571,12,7.071428571,0,0.5536,0.532528571,0.501557143,1.2966,0.070457143,2.285714286,2.857142857,2,25.14285714,1.142857143
26-Jan-19,31,7,15.5,10.5,0,0.2297,0.2839,0.4901,0.5198,0.0235,2,2,14,12,1,34.21428571,5.214285714,11.92857143,7.285714286,0,0.572085714,0.568328571,0.557628571,1.359314286,0.073814286,2.285714286,2.857142857,3.714285714,26.57142857,1.285714286
27-Jan-19,31,7,15.5,10.5,0,0.411,0.7252,0.3675,2.554,0.0495,2,2,7,44,1,33.57142857,5.571428571,12.64285714,7.928571429,0,0.611685714,0.644942857,0.606328571,1.674128571,0.080885714,2.428571429,2.571428571,4.571428571,32.57142857,1.428571429
28-Jan-19,31,7,15.5,10.5,0,0.6222,0.9224,0.7118,5.3851,0.035,3,2,5,46,1,32.92857143,5.928571429,13.35714286,8.571428571,0,0.515828571,0.613014286,0.482657143,1.894171429,0.085885714,2.428571429,2.285714286,5,28.57142857,1.571428571
29-Jan-19,31,7,15.5,10.5,0,0.8722,1.3732,0.7237,4.6733,0,2,3,4,48,1,32.28571429,6.285714286,14.07142857,9.214285714,0,0.495357143,0.748757143,0.460871429,2.203885714,0.085885714,2.285714286,2.285714286,5.142857143,28.42857143,1.714285714
30-Jan-19,31,7,15.5,10.5,0,0.6409,1.59,0.6848,3.5937,0,2,2,3,21,0,31.64285714,6.642857143,14.78571429,9.857142857,0,0.546785714,0.901071429,0.508314286,2.606142857,0.031071429,2.285714286,2.285714286,5.285714286,28.71428571,1.142857143
31-Jan-19,31,7,15.5,10.5,0,0.6617,0.9735,0.2567,1.7931,0,1,2,3,11,2,31,7,15.5,10.5,0,0.517657143,0.953571429,0.500028571,2.687,0.015428571,2,2.285714286,5.428571429,27.57142857,1
1-Feb-19,31,7,15.5,10.5,0,0.7407,1.7546,0.5406,2.6218,0,2,4,3,12,1,31,7,15.5,10.5,0,0.596914286,1.088971429,0.539314286,3.020114286,0.015428571,2,2.428571429,5.571428571,27.71428571,1
2-Feb-19,31,7,15.5,10.5,0,0.7646,1.267,0.531,2.6775,0,2,4,3,12,1,31,7,15.5,10.5,0,0.673328571,1.229414286,0.545157143,3.328357143,0.012071429,2,2.714285714,4,27.71428571,1
3-Feb-19,31,7,15.5,10.5,0,0.4168,0.8238,0.7459,1.8774,0,2,2,2,8,1,31,7,15.5,10.5,0,0.674157143,1.2435,0.599214286,3.2317,0.005,2,2.714285714,3.285714286,22.57142857,1
4-Feb-19,29,8,22,13,0,0.601,0.2492,0.3936,0.611,0,1,1,2,4,0,30.71428571,7.142857143,16.42857143,10.85714286,0,0.671128571,1.147328571,0.553757143,2.549685714,0,1.714285714,2.571428571,2.857142857,16.57142857,0.857142857
5-Feb-19,29,8,22,13,0,0.7162,0.7059,0.7501,0.7264,0,2,1,3,4,0,30.42857143,7.285714286,17.35714286,11.21428571,0,0.648842857,1.052,0.557528571,1.985842857,0,1.714285714,2.285714286,2.714285714,10.28571429,0.714285714
6-Feb-19,29,8,22,13,0,1.0662,3.563,1.0321,0.9668,0,3,13,10,10,1,30.14285714,7.428571429,18.28571429,11.57142857,0,0.7096,1.333857143,0.607142857,1.610571429,0,1.857142857,3.857142857,3.714285714,8.714285714,0.857142857
7-Feb-19,29,8,22,13,0,0.4638,2.3487,0.5604,1.0396,0,2,8,4,5,0,29.85714286,7.571428571,19.21428571,11.92857143,0,0.681328571,1.530314286,0.650528571,1.502928571,0,2,4.714285714,3.857142857,7.857142857,0.571428571
8-Feb-19,29,8,22,13,0,0.26,0.42,0.1115,0.3064,0,2,3,2,4,0,29.57142857,7.714285714,20.14285714,12.28571429,0,0.612657143,1.339657143,0.589228571,1.172157143,0,2,4.571428571,3.714285714,6.714285714,0.428571429
9-Feb-19,29,8,22,13,0,0.6655,7.0144,0.8439,1.0839,0.0327,2,17,3,5,1,29.28571429,7.857142857,21.07142857,12.64285714,0,0.5985,2.160714286,0.633928571,0.9445,0.004671429,2,6.428571429,3.714285714,5.714285714,0.428571429
10-Feb-19,29,8,22,13,0,0.5764,4.9482,0.6311,1.375,0.0555,3,17,3,5,1,29,8,22,13,0,0.6213,2.749914286,0.617528571,0.872728571,0.0126,2.142857143,8.571428571,3.857142857,5.285714286,0.428571429
11-Feb-19,30,8,21,11,0,0.7913,5.1564,0.6445,1.1103,0,3,7,2,10,1,29.14285714,8,21.85714286,12.71428571,0,0.648485714,3.450942857,0.653371429,0.944057143,0.0126,2.428571429,9.428571429,3.857142857,6.142857143,0.571428571
12-Feb-19,30,8,21,11,0,0.3834,1.0538,0.1103,0.9978,0,2,4,2,10,0,29.28571429,8,21.71428571,12.42857143,0,0.600942857,3.500642857,0.561971429,0.982828571,0.0126,2.428571429,9.857142857,3.714285714,7,0.571428571
13-Feb-19,30,8,21,11,0,0.3097,0.7754,0.403,0.7939,0,2,3,2,11,0,29.42857143,8,21.57142857,12.14285714,0,0.492871429,3.102414286,0.4721,0.958128571,0.0126,2.285714286,8.428571429,2.571428571,7.142857143,0.428571429
14-Feb-19,28.5,8.5,19,13,0,0.5855,0.3088,0.3474,0.7985,0.0635,2,2,2,6,1,29.35714286,8.071428571,21.14285714,12.14285714,0,0.510257143,2.811,0.441671429,0.923685714,0.021671429,2.285714286,7.571428571,2.285714286,7.285714286,0.571428571
15-Feb-19,28.5,8.5,19,13,0,0.7946,0.4669,0.3016,0.6962,0.021,3,2,2,4,2,29.28571429,8.142857143,20.71428571,12.14285714,0,0.586628571,2.8177,0.468828571,0.979371429,0.024671429,2.428571429,7.428571429,2.285714286,7.285714286,0.857142857
16-Feb-19,28.5,8.5,19,13,0,0.8475,0.5476,0.1079,1.4295,0,4,2,2,5,2,29.21428571,8.214285714,20.28571429,12.14285714,0,0.612628571,1.893871429,0.363685714,1.028742857,0.02,2.714285714,5.285714286,2.142857143,7.285714286,1
17-Feb-19,30,8,21,11,0,1.62,0.8529,0.7852,1.5352,0,4,2,4,6,1,29.35714286,8.214285714,20.14285714,11.85714286,0,0.761714286,1.308828571,0.3857,1.051628571,0.012071429,2.857142857,3.142857143,2.285714286,7.428571429,1
18-Feb-19,29,7,27,10,1,1.3241,0.6335,1.2992,1.5484,0,4,2,3,6,1,29.21428571,8.071428571,21,11.71428571,0.142857143,0.837828571,0.6627,0.479228571,1.114214286,0.012071429,3,2.428571429,2.428571429,6.857142857,1
19-Feb-19,32,5,22.66666667,10,0.333333333,1.4793,1.7095,9.2139,3.0058,0,10,4,66,9,2,29.5,7.642857143,21.23809524,11.57142857,0.19047619,0.994385714,0.756371429,1.779742857,1.401071429,0.012071429,4.142857143,2.428571429,11.57142857,6.714285714,1.285714286
20-Feb-19,32,5,22.66666667,10,0.333333333,1.3092,1.3541,6.9385,1.5327,0,7,3,51,8,1,29.78571429,7.214285714,21.47619048,11.42857143,0.238095238,1.137171429,0.839042857,2.713385714,1.506614286,0.012071429,4.857142857,2.428571429,18.57142857,6.285714286,1.428571429
21-Feb-19,29,7,27,10,1,0.6245,1.2357,1.8371,1.2032,0,5,3,26,13,1,29.85714286,7,22.61904762,11,0.380952381,1.142742857,0.971457143,2.9262,1.564428571,0.003,5.285714286,2.571428571,22,7.285714286,1.428571429
22-Feb-19,29,7,27,10,1,0.6554,0.5528,1.6423,1.8427,0,5,2,20,11,1,29.92857143,6.785714286,23.76190476,10.57142857,0.523809524,1.122857143,0.983728571,3.117728571,1.728214286,0,5.571428571,2.571428571,24.57142857,8.285714286,1.285714286
23-Feb-19,29,7,27,10,1,1.254,1.1695,2.7853,2.1034,0,3,2,14,9,1,30,6.571428571,24.9047619,10.14285714,0.666666667,1.180928571,1.072571429,3.500214286,1.824485714,0,5.428571429,2.571428571,26.28571429,8.857142857,1.142857143
24-Feb-19,29,7,27,10,1,0.9606,1.1568,4.3308,2.6783,0.0599,4,2,13,9,1,29.85714286,6.428571429,25.76190476,10,0.80952381,1.086728571,1.115985714,4.006728571,1.987785714,0.008557143,5.428571429,2.571428571,27.57142857,9.285714286,1.142857143
25-Feb-19,31,7,27,11,1,0.3945,1.1438,2.7582,1.3498,0,2,1,10,4,0,30.14285714,6.428571429,25.76190476,10.14285714,0.80952381,0.953928571,1.188885714,4.215157143,1.959414286,0.008557143,5.142857143,2.428571429,28.57142857,9,1
26-Feb-19,31,7,27,11,1,0.7578,1.0823,3.3567,0.8626,0,3,2,16,5,1,30,6.714285714,26.38095238,10.28571429,0.904761905,0.850857143,1.099285714,3.378414286,1.653242857,0.008557143,4.142857143,2.142857143,21.42857143,8.428571429,0.857142857
27-Feb-19,31,7,27,11,1,0.6193,0.3944,0.3997,0.6289,0,4,1,8,4,0,29.85714286,7,27,10.42857143,1,0.7523,0.962185714,2.4443,1.524128571,0.008557143,3.714285714,1.857142857,15.28571429,7.857142857,0.714285714
28-Feb-19,31,7,27,11,1,0.5146,0.0924,0.2462,0.1991,0,3,1,5,3,0,30.14285714,7,27,10.57142857,1,0.7366,0.798857143,2.217028571,1.380685714,0.008557143,3.428571429,1.571428571,12.28571429,6.428571429,0.571428571
1-Mar-19,29.5,7.5,26,10.5,0.5,1.8127,0.3409,0.7359,0.2622,0,5,1,7,2,1,30.21428571,7.071428571,26.85714286,10.64285714,0.928571429,0.901928571,0.768585714,2.087542857,1.1549,0.008557143,3.428571429,1.428571429,10.42857143,5.142857143,0.571428571
2-Mar-19,29.5,7.5,26,10.5,0.5,2.1873,0.6978,6.434,0.5493,0,4,1,16,2,1,30.28571429,7.142857143,26.71428571,10.71428571,0.857142857,1.035257143,0.7012,2.608785714,0.932885714,0.008557143,3.571428571,1.285714286,10.71428571,4.142857143,0.571428571
3-Mar-19,29.5,7.5,26,10.5,0.5,1.4221,0.7167,4.6794,0.559,0,4,2,14,3,1,30.35714286,7.214285714,26.57142857,10.78571429,0.785714286,1.101185714,0.638328571,2.658585714,0.630128571,0,3.571428571,1.285714286,10.85714286,3.285714286,0.571428571
4-Mar-19,29.5,7.5,26,10,0.5,0.9318,0.233,2.3002,0.4291,0,3,1,12,2,1,30.14285714,7.285714286,26.42857143,10.64285714,0.714285714,1.177942857,0.508214286,2.593157143,0.4986,0,3.714285714,1.285714286,11.14285714,3,0.714285714
5-Mar-19,31,7,27,10,1,0.7186,0.2665,1.7273,0.4347,0.0647,3,1,8,2,0,30.14285714,7.285714286,26.42857143,10.5,0.714285714,1.172342857,0.391671429,2.360385714,0.437471429,0.009242857,3.714285714,1.142857143,10,2.571428571,0.571428571
6-Mar-19,31,7,27,10,1,0.7543,0.1598,1.0465,0.3506,0,3,1,5,2,0,30.14285714,7.285714286,26.42857143,10.35714286,0.714285714,1.191628571,0.358157143,2.452785714,0.397714286,0.009242857,3.571428571,1.142857143,9.571428571,2.285714286,0.571428571
7-Mar-19,31,7,27,10,1,1.7626,0.4224,1.116,0.5607,0,4,1,6,2,1,30.14285714,7.285714286,26.42857143,10.21428571,0.714285714,1.369914286,0.4053,2.577042857,0.449371429,0.009242857,3.714285714,1.142857143,9.714285714,2.142857143,0.714285714
8-Mar-19,31,7,27,10,1,2.6553,1.3531,1.4849,0.5914,0.0782,5,3,6,2,1,30.35714286,7.214285714,26.57142857,10.14285714,0.785714286,1.490285714,0.5499,2.684042857,0.4964,0.020414286,3.714285714,1.428571429,9.571428571,2.142857143,0.714285714
9-Mar-19,31,7,27,10,1,2.8414,2.2327,1.9305,0.8685,0.2739,5,3,7,2,1,30.57142857,7.142857143,26.71428571,10.07142857,0.857142857,1.583728571,0.769171429,2.040685714,0.542,0.059542857,3.857142857,1.714285714,8.285714286,2.142857143,0.714285714
10-Mar-19,31,7,27,10,1,3.904,2.3436,4.4656,1.446,0.4738,8,2,8,2,1,30.78571429,7.071428571,26.85714286,10,0.928571429,1.938285714,1.001585714,2.010142857,0.668714286,0.127228571,4.428571429,1.714285714,7.428571429,2,0.714285714
11-Mar-19,35,7,27,8,1,2.743,1.7684,3.187,0.6529,0.2606,5,2,6,2,11,31.57142857,7,27,9.714285714,1,2.197028571,1.220928571,2.136828571,0.700685714,0.164457143,4.714285714,1.857142857,6.571428571,2,2.142857143
12-Mar-19,35,7,27,8,1,3.2955,0.9306,0.6327,0.2929,0.1069,10,2,6,2,4,32.14285714,7,27,9.428571429,1,2.565157143,1.3158,1.980457143,0.680428571,0.170485714,5.714285714,2,6.285714286,2,2.714285714
13-Mar-19,35,7,27,8,1,1.8494,1.0902,0.3827,0.1753,0,7,2,5,2,2,32.71428571,7,27,9.142857143,1,2.7216,1.448714286,1.885628571,0.655385714,0.170485714,6.285714286,2.142857143,6.285714286,2,3
14-Mar-19,31.5,6.5,23.5,10,1,1.1139,1.2748,0.9224,1.229,0.0468,6,3,6,3,3,32.78571429,6.928571429,26.5,9.142857143,1,2.628928571,1.570485714,1.857971429,0.750857143,0.177171429,6.571428571,2.428571429,6.285714286,2.142857143,3.285714286
15-Mar-19,31.5,6.5,23.5,10,1,1.0863,0.5785,1.1118,0.4908,0.0427,4,2,8,2,2,32.85714286,6.857142857,26,9.142857143,1,2.404785714,1.459828571,1.804671429,0.736485714,0.1721,6.428571429,2.285714286,6.571428571,2.142857143,3.428571429
16-Mar-19,31.5,6.5,23.5,10,1,1.5796,0.5484,1.6291,0.3891,0.1375,5,2,7,2,3,32.92857143,6.785714286,25.5,9.142857143,1,2.224528571,1.219214286,1.761614286,0.668,0.152614286,6.428571429,2.142857143,6.571428571,2.142857143,3.714285714
17-Mar-19,30,6.25,24,10,1.5,3.4692,1.0541,1.0577,0.4942,0.3753,10,2,7,2,6,32.78571429,6.678571429,25.07142857,9.142857143,1.071428571,2.162414286,1.035,1.274771429,0.532028571,0.138542857,6.714285714,2.142857143,6.428571429,2.142857143,4.428571429
18-Mar-19,30.66666667,6.333333333,24.66666667,9.333333333,2,4.4108,1.1675,2.6032,0.884,0.0447,9,2,6,2,4,32.16666667,6.583333333,24.73809524,9.333333333,1.214285714,2.400671429,0.949157143,1.191371429,0.565042857,0.1077,7.285714286,2.142857143,6.428571429,2.142857143,3.428571429
19-Mar-19,33,5.5,24,8,1.5,2.0556,3.542,1.5961,0.6344,0.1534,7,6,6,2,3,31.88095238,6.369047619,24.30952381,9.333333333,1.285714286,2.223542857,1.322214286,1.329,0.613828571,0.114342857,6.857142857,2.714285714,6.428571429,2.142857143,3.285714286
20-Mar-19,33,5.5,24,8,1.5,3.258,1.4754,2.3522,1.6486,0.2153,7,2,6,4,6,31.5952381,6.154761905,23.88095238,9.333333333,1.357142857,2.424771429,1.377242857,1.610357143,0.8243,0.1451,6.857142857,2.714285714,6.571428571,2.428571429,3.857142857
21-Mar-19,32,5.5,22,8,3,4.0265,0.8375,1.2246,0.7532,0.366,7,2,5,2,8,31.66666667,6.011904762,23.66666667,9.047619048,1.642857143,2.840857143,1.314771429,1.653528571,0.756328571,0.1907,7,2.571428571,6.428571429,2.285714286,4.571428571
22-Mar-19,32,5.5,22,8,3,2.211,0.9263,1.2757,0.8906,0.1704,6,2,5,2,7,31.73809524,5.869047619,23.45238095,8.761904762,1.928571429,3.001528571,1.364457143,1.676942857,0.813442857,0.208942857,7.285714286,2.571428571,6,2.285714286,5.285714286
23-Mar-19,32,5.5,22,8,3,0.0879,0.1291,0.283,0.3436,0.0206,4,1,6,3,6,31.80952381,5.726190476,23.23809524,8.476190476,2.214285714,2.788428571,1.304557143,1.484642857,0.806942857,0.192242857,7.142857143,2.428571429,5.857142857,2.428571429,5.714285714
24-Mar-19,32,5.5,22,8,3,0.2903,0.5043,0.5356,0.3389,0.1443,4,1,6,3,7,32.0952381,5.619047619,22.95238095,8.19047619,2.428571429,2.3343,1.226014286,1.410057143,0.784757143,0.159242857,6.285714286,2.285714286,5.714285714,2.571428571,5.857142857
25-Mar-19,30.75,5.5,19.75,8,2.75,0.2022,0.3265,0.3792,0.5045,0.1325,3,1,5,2,6,32.10714286,5.5,22.25,8,2.535714286,1.733071429,1.105871429,1.092342857,0.730542857,0.171785714,5.428571429,2.142857143,5.571428571,2.571428571,6.142857143
26-Mar-19,31.33333333,6,20,8,2.333333333,0.1526,0.151,0.0639,0.7145,0.1293,3,2,4,4,6,31.86904762,5.571428571,21.67857143,8,2.654761905,1.461214286,0.621442857,0.873457143,0.741985714,0.168342857,4.857142857,1.571428571,5.285714286,2.857142857,6.571428571
27-Mar-19,33,7,25,8,3,2.368,0.3738,0.4587,0.7576,0.1101,4,2,4,4,7,31.86904762,5.785714286,21.82142857,8,2.869047619,1.334071429,0.464071429,0.602957143,0.6147,0.153314286,4.428571429,1.571428571,5,2.857142857,6.714285714
28-Mar-19,33,7,25,8,3,1.4699,0.6777,0.5268,0.5489,0.4184,4,1,3,2,9,32.01190476,6,22.25,8,2.869047619,0.968842857,0.441242857,0.503271429,0.585514286,0.1608,4,1.428571429,4.714285714,2.857142857,6.857142857
29-Mar-19,33,7,25,8,3,0.4205,0.3283,0.2426,0.2413,0.1754,5,2,3,2,8,32.1547619,6.214285714,22.67857143,8,2.869047619,0.713057143,0.355814286,0.355685714,0.492757143,0.161514286,3.857142857,1.428571429,4.428571429,2.857142857,7
30-Mar-19,33,7,25,8,3,2.0269,0.7246,0.974,0.3519,0.1968,17,1,4,2,11,32.29761905,6.428571429,23.10714286,8,2.869047619,0.990057143,0.440885714,0.4544,0.493942857,0.186685714,5.714285714,1.428571429,4.142857143,2.714285714,7.714285714
31-Mar-19,33,7,25,8,3,5.9748,0.5483,0.8945,0.3298,0.0878,20,1,4,2,9,32.44047619,6.642857143,23.53571429,8,2.869047619,1.802128571,0.447171429,0.505671429,0.492642857,0.178614286,8,1.428571429,3.857142857,2.571428571,8
1-Apr-19,32,7,23,9,5,10.017,0.8964,1.296,0.1967,1.0077,28,2,4,2,10,32.61904762,6.857142857,24,8.142857143,3.19047619,3.204242857,0.528585714,0.636642857,0.448671429,0.303642857,11.57142857,1.571428571,3.714285714,2.571428571,8.571428571
2-Apr-19,32,7,23,9,5,9.1205,0.3107,2.2472,1.3448,1.3971,27,1,5,2,14,32.71428571,7,24.42857143,8.285714286,3.571428571,4.485371429,0.5514,0.948542857,0.538714286,0.484757143,15,1.428571429,3.857142857,2.285714286,9.714285714
3-Apr-19,32,7,23,9,5,7.5897,0.3575,2.1715,0.7324,0.6061,26,1,5,2,11,32.57142857,7,24.14285714,8.428571429,3.857142857,5.231328571,0.549071429,1.193228571,0.535114286,0.555614286,18.14285714,1.285714286,4,2,10.28571429
4-Apr-19,32,7,23,9,5,7.4772,0.4198,1.8572,0.3792,0.8889,27,1,5,2,11,32.42857143,7,23.85714286,8.571428571,4.142857143,6.089514286,0.512228571,1.383285714,0.510871429,0.622828571,21.42857143,1.285714286,4.285714286,2,10.57142857
5-Apr-19,34,6.5,21,9,4.5,10.6862,0.552,1.9285,0.7733,0.5317,28,1,6,2,8,32.57142857,6.928571429,23.28571429,8.714285714,4.357142857,7.556042857,0.544185714,1.624128571,0.586871429,0.673728571,24.71428571,1.142857143,4.714285714,2,10.57142857
6-Apr-19,34,6.5,21,9,4.5,7.8822,0.4345,1.7121,0.5555,0.2818,18,1,5,2,9,32.71428571,6.857142857,22.71428571,8.857142857,4.571428571,8.392514286,0.502742857,1.729571429,0.615957143,0.685871429,24.85714286,1.142857143,4.857142857,2,10.28571429
7-Apr-19,32,7,23,9,5,6.1253,0.4954,1.971,0.4982,0.7845,20,1,5,2,12,32.57142857,6.857142857,22.42857143,9,4.857142857,8.414014286,0.495185714,1.883357143,0.640014286,0.7854,24.85714286,1.142857143,5,2,10.71428571
8-Apr-19,31,7,23,9,7,2.1619,0.5855,2.7204,0.6783,1.2287,10,1,6,2,11,32.42857143,6.857142857,22.42857143,9,5.142857143,7.291857143,0.450771429,2.086842857,0.708814286,0.816971429,22.28571429,1,5.285714286,2,10.85714286
9-Apr-19,31,7,23,9,7,1.0039,0.2262,1.5165,0.5154,0.5726,6,1,6,2,9,32.28571429,6.857142857,22.42857143,9,5.428571429,6.132342857,0.4387,1.982457143,0.590328571,0.699185714,19.28571429,1,5.428571429,2,10.14285714
10-Apr-19,31,7,23,9,7,0.6098,0.4984,3.1015,0.412,0.4543,4,2,7,2,6,32.14285714,6.857142857,22.42857143,9,5.714285714,5.135214286,0.458828571,2.115314286,0.544557143,0.6775,16.14285714,1.142857143,5.714285714,2,9.428571429
11-Apr-19,27.33333333,6.666666667,24,8.333333333,8,0.981,1.2883,2.2151,0.9321,0.6056,4,1,6,1,6,31.47619048,6.80952381,22.57142857,8.904761905,6.142857143,4.207185714,0.5829,2.166442857,0.623542857,0.637028571,12.85714286,1.142857143,5.857142857,1.857142857,8.714285714
12-Apr-19,27.33333333,6.666666667,24,8.333333333,8,1.0343,1.0523,1.509,0.2413,2.6818,4,2,5,1,10,30.52380952,6.833333333,23,8.80952381,6.642857143,2.828342857,0.654371429,2.106514286,0.547542857,0.944185714,9.428571429,1.285714286,5.714285714,1.714285714,9
13-Apr-19,27.33333333,6.666666667,24,8.333333333,8,0.7355,0.5822,1.9632,0.558,1.6048,4,1,5,1,10,29.57142857,6.857142857,23.42857143,8.714285714,7.142857143,1.807385714,0.675471429,2.142385714,0.5479,1.133185714,7.428571429,1.285714286,5.714285714,1.571428571,9.142857143
14-Apr-19,27.33333333,6.666666667,24,8.333333333,8,0.8451,0.3685,2.863,0.5038,3.0083,3,1,6,3,28,28.9047619,6.80952381,23.57142857,8.619047619,7.571428571,1.053071429,0.657342857,2.269814286,0.5487,1.450871429,5,1.285714286,5.857142857,1.714285714,11.42857143
15-Apr-19,28.5,6.5,22,8,8.5,0.681,0.4071,4.3209,0.5057,2.7524,4,1,11,2,22,28.54761905,6.738095238,23.42857143,8.476190476,7.785714286,0.841514286,0.631857143,2.498457143,0.524042857,1.668542857,4.142857143,1.285714286,6.571428571,1.714285714,13
16-Apr-19,30,7,24,8,9,1.3395,0.6459,6.4311,0.7442,2.5501,4,1,20,2,23,28.4047619,6.738095238,23.57142857,8.333333333,8.071428571,0.889457143,0.691814286,3.200542857,0.556728571,1.951042857,3.857142857,1.285714286,8.571428571,1.714285714,15
